price,bath,balcony,bhk,price_per_sqft,new_total_sqft,site_location
45.12,2,2,3,3200,1410,Dhankawadi
100,2,0,3,16666.66667,600,Dhayari Phata
207,3,3,3,10350,2000,Dhole Patil Road
90,3,1,3,6646.971935,1354,Erandwane
110,2,0,2,10476.19048,1050,Fatima Nagar
28,1,1,1,4666.666667,600,Fergusson College Road
110,2,1,4,8333.333333,1320,Ganesh Peth
88,3,2,3,5500,1600,Ganeshkhind
225,6,2,4,6428.571429,3500,Ghorpade Peth
36,2,1,2,3600,1000,Ghorpadi
38,3,1,3,3362.831858,1130,Gokhale Nagar
67,2,1,2,5411.954766,1238,Gultekdi
225,2,3,3,13838.4755,2204,Guruwar peth
110,12,2,8,9166.666667,1200,Hadapsar
46.38,2,3,3,3400.293255,1364,Hadapsar Industrial Estate
45,2,1,2,5000,900,Hingne Khurd
104,3,2,3,5959.885387,1745,Jangali Maharaj Road
53.33,2,1,2,4444.166667,1200,Kalyani Nagar
42.83,2,1,2,4199.019608,1020,Karve Nagar
118,3,2,3,7151.515152,1650,Karve Road
70,2,3,3,4516.129032,1550,Kasba Peth
60,2,2,2,4166.666667,1440,Katraj
45.95,2,2,3,3457.486832,1329,Khadaki
42,2,1,2,4585.152838,916,Khadki
50,1,2,1,7267.44186,688,Kharadi
50,3,3,3,3681.885125,1358,Kondhwa
107,2,1,2,8039.06837,1331,Kondhwa Budruk
62.5,1,1,1,9110.787172,686,Kondhwa Khurd
50,2,2,2,4761.904762,1050,Koregaon Park
126,3,2,3,5982.905983,2106,Kothrud
90.2,3,2,3,5250.291036,1718,Law College Road
57,3,2,3,3725.490196,1530,Laxmi Road
56,2,2,2,4643.44942,1206,Lulla Nagar
52,2,3,2,4837.209302,1075,Mahatma Gandhi Road
95,3,1,3,7916.666667,1200,Mangalwar peth
54.21,2,2,3,2800.103306,1936,Manik Bagh
120,3,3,4,5523.208984,2172.65,Market yard
75,2,2,3,6818.181818,1100,Model colony
185,5,1,3,14682.53968,1260,Mukund Nagar
120,12,0,8,12121.21212,990,Mundhawa
80,2,1,3,10000,800,Nagar Road
29.99,2,3,2,2684.870188,1117,Nana Peth
110,2,1,3,6528.189911,1685,Narayan Peth
37,2,1,2,5000,740,Narayangaon
225,4,2,4,23148.14815,1080,Navi Peth
93,2,2,4,6200,1500,Padmavati
115,3,2,3,6388.888889,1800,Parvati Darshan
130,3,2,3,7647.058824,1700,Pashan
37.93,2,2,2,4462.352941,850,Paud Road
139,3,1,3,7350.608144,1891,Pirangut
80,1,1,2,5714.285714,1400,Prabhat Road
82,2,2,2,6996.587031,1172,Pune Railway Station
40.43,2,2,3,2887.857143,1400,Rasta Peth
43.75,2,1,2,4882.8125,896,Raviwar Peth
65,2,2,2,5508.474576,1180,Sadashiv Peth
225,7,1,7,14227.64228,2460,Sahakar Nagar
33,2,1,2,3882.352941,850,Salunke Vihar
18,1,1,1,3396.226415,530,Sasson Road
110,3,3,3,7096.774194,1550,Satara Road
97,3,3,3,5709.24073,1699,Senapati Bapat Road
109,4,3,4,5382.716049,2025,Shaniwar Peth
14,2,2,1,2800,500,Shivaji Nagar
20,1,0,1,4000,500,Shukrawar Peth
38.5,2,1,2,3359.511344,1146,Sinhagad Road
225,4,3,3,13414.14141,2475,Somwar Peth
145,2,1,2,9965.635739,1455,Swargate
50,1,0,2,6250,800,Tilak Road
30,2,2,1,3921.568627,765,Uruli Devachi
94.99,3,1,3,6245.233399,1521,Vadgaon Budruk
55,2,2,3,3437.5,1600,Wadgaon Sheri
225,4,2,3,11727.4168,3155,Viman Nagar
225,4,2,3,8275.862069,2900,Vishrant Wadi
105,3,3,3,5949.008499,1765,Wagholi
88,3,2,3,4444.444444,1980,Wakadewadi
135,3,1,3,7105.263158,1900,Wanowrie
70,2,3,2,5533.596838,1265,Warje
40,2,3,2,3868.471954,1034,Yerawada
59,2,1,2,5830.039526,1012,Alandi Road
54,2,1,2,5046.728972,1070,Ambegaon Budruk
225,4,1,4,6469.7609,3555,Anandnagar
70,2,2,3,5511.811024,1270,Aundh
70,1,0,2,11965.81197,585,Aundh Road
154,4,3,3,7530.562347,2045,Balaji Nagar
98,2,2,3,6577.181208,1490,Baner
225,6,1,7,13495.93496,6150,Baner road
40,2,1,2,4530.011325,883,Bhandarkar Road
36.85,1,1,1,5491.803279,671,Bhavani Peth
32,2,2,2,2768.16609,1156,Bibvewadi
125,3,2,3,6197.322757,2017,Bopodi
225,6,2,4,7527.226137,3122,Budhwar Peth
62,3,1,3,3792.04893,1635,Bund Garden Road
120,9,2,7,2727.272727,4400,Camp
89,2,1,2,6867.283951,1296,Chandan Nagar
225,4,2,6,11666.66667,2400,Dapodi
62,2,2,2,5443.371378,1139,Deccan Gymkhana
47,3,2,2,3821.138211,1230,Dehu Road
25,2,1,1,4296.197006,581.91,Dhankawadi
86.28,2,1,2,6930.120482,1245,Dhayari Phata
85,2,2,3,7340.241796,1158,Dhole Patil Road
220,4,2,4,5568.21058,3951,Erandwane
15,1,1,2,2727.272727,550,Fatima Nagar
26,1,1,1,7222.222222,360,Fergusson College Road
55,3,1,3,4074.074074,1350,Ganesh Peth
120,3,2,3,7185.628743,1670,Ganeshkhind
65,2,2,3,4062.5,1600,Ghorpade Peth
51.6,2,2,2,3947.972456,1307,Ghorpadi
57,2,1,3,5428.571429,1050,Gokhale Nagar
101,3,2,3,5930.710511,1703,Gultekdi
58,2,1,3,4793.38843,1210,Guruwar peth
29.6,2,1,2,2887.804878,1025,Hadapsar
43,2,2,2,3771.929825,1140,Hadapsar Industrial Estate
56.41,2,2,3,4200.297841,1343,Hingne Khurd
85,3,2,3,5448.717949,1560,Jangali Maharaj Road
51,2,2,2,5513.513514,925,Kalyani Nagar
75,2,2,3,5281.690141,1420,Karve Nagar
110,2,3,2,7773.85159,1415,Karve Road
60,2,2,2,4958.677686,1210,Kasba Peth
160,3,2,3,8639.308855,1852,Katraj
50,3,2,3,4000,1250,Khadaki
65,2,1,2,5909.090909,1100,Khadki
40.25,2,1,2,3500,1150,Kharadi
53.35,2,1,2,4850,1100,Kondhwa
100,1,0,2,7407.407407,1350,Kondhwa Budruk
99,3,2,3,6403.622251,1546,Kondhwa Khurd
90,2,2,2,6320.224719,1424,Koregaon Park
68,3,1,3,4864.091559,1398,Kothrud
200,3,2,3,12121.21212,1650,Law College Road
120,4,0,4,10000,1200,Laxmi Road
105,3,2,3,7113.821138,1476,Lulla Nagar
70,2,1,2,14000,500,Mahatma Gandhi Road
58.82,2,2,3,4449.319213,1322,Mangalwar peth
40,2,1,2,9259.259259,432,Manik Bagh
55,2,2,2,5000,1100,Market yard
225,5,2,4,12631.57895,4750,Model colony
68,2,2,3,5291.828794,1285,Mukund Nagar
80,2,2,2,6956.521739,1150,Mundhawa
56,2,2,3,3916.083916,1430,Nagar Road
62,2,2,3,4592.592593,1350,Nana Peth
195,3,3,3,14444.44444,1350,Narayan Peth
65,2,2,2,5485.232068,1185,Narayangaon
67,3,2,3,3806.818182,1760,Navi Peth
225,5,2,4,14583.33333,2400,Padmavati
41,2,1,2,4555.555556,900,Parvati Darshan
105,2,1,2,8095.605243,1297,Pashan
155,3,2,3,8423.913043,1840,Paud Road
50.79,2,1,2,5346.315789,950,Pirangut
70,4,1,5,5833.333333,1200,Prabhat Road
52,2,1,2,5473.684211,950,Pune Railway Station
95.815,2,0,2,7500.195695,1277.5,Rasta Peth
89,3,2,3,5665.181413,1571,Raviwar Peth
55,2,1,2,5334.626576,1031,Sadashiv Peth
90,2,1,2,6060.606061,1485,Sahakar Nagar
60,2,1,2,5410.279531,1109,Salunke Vihar
180,3,2,3,8181.818182,2200,Sasson Road
50,1,1,1,5263.157895,950,Satara Road
150,2,0,3,12500,1200,Senapati Bapat Road
55.15,2,1,2,4750.215332,1161,Shaniwar Peth
225,3,3,3,12765.95745,2350,Shivaji Nagar
40.6,2,1,2,4047.856431,1003,Shukrawar Peth
185,2,1,2,13703.7037,1350,Sinhagad Road
37,2,2,2,3425.925926,1080,Somwar Peth
73,2,2,2,5816.733068,1255,Swargate
60,2,0,2,4800,1250,Tilak Road
152,4,1,4,8941.176471,1700,Uruli Devachi
66,2,0,3,5500,1200,Vadgaon Budruk
60,2,0,2,7281.553398,824,Wadgaon Sheri
167,3,1,3,8906.666667,1875,Viman Nagar
38.12,2,1,3,2887.878788,1320,Vishrant Wadi
225,5,2,5,5729.166667,9600,Wagholi
47,2,1,3,3533.834586,1330,Wakadewadi
56,3,2,3,4590.163934,1220,Wanowrie
50,3,1,3,4500.450045,1111,Warje
47.88,2,1,2,4000,1197,Yerawada
185,5,2,4,7344.1842,2519,Alandi Road
100,2,1,3,7462.686567,1340,Ambegaon Budruk
132,3,3,4,9103.448276,1450,Anandnagar
145,3,3,3,7893.3043,1837,Aundh
225,4,2,4,20416.66667,1200,Aundh Road
55,2,3,2,4442.649435,1238,Balaji Nagar
59.01,2,2,3,4200,1405,Baner
80,3,2,4,4733.727811,1690,Baner road
110,2,1,3,6790.123457,1620,Bhandarkar Road
115,3,2,3,6873.879259,1673,Bhavani Peth
58,2,0,2,5321.100917,1090,Bibvewadi
40,2,2,2,3597.122302,1112,Bopodi
66.65,2,2,3,4812.274368,1385,Budhwar Peth
27,1,1,2,4954.12844,545,Bund Garden Road
58,2,1,2,5888.324873,985,Camp
36.29,1,0,1,4398.787879,825,Chandan Nagar
37.8,2,1,2,3500,1080,Dapodi
97.52,2,1,2,6819.58042,1430,Deccan Gymkhana
43,2,2,2,4095.238095,1050,Dehu Road
139,4,1,4,6950,2000,Dhankawadi
190,4,3,4,3958.333333,4800,Dhayari Phata
115,3,2,3,7501.630789,1533,Dhole Patil Road
225,3,2,4,17857.14286,2800,Erandwane
225,3,2,3,15287.35632,2610,Fatima Nagar
150,3,2,3,8571.428571,1750,Fergusson College Road
66,2,0,3,5500,1200,Ganesh Peth
87.5,2,2,2,6471.893491,1352,Ganeshkhind
125,3,2,3,7126.567845,1754,Ghorpade Peth
85,3,2,3,5448.717949,1560,Ghorpadi
225,6,2,4,8897.742364,3012,Gokhale Nagar
199,4,2,4,5552.455357,3584,Gultekdi
90,2,1,3,6122.44898,1470,Guruwar peth
45,2,1,2,4347.826087,1035,Hadapsar
225,5,2,4,13708.33333,2400,Hadapsar Industrial Estate
52,2,1,2,4482.758621,1160,Hingne Khurd
52,2,2,2,4727.272727,1100,Jangali Maharaj Road
38,2,2,2,3247.863248,1170,Kalyani Nagar
31.83,1,1,1,5349.579832,595,Karve Nagar
110,3,2,3,6666.666667,1650,Karve Road
225,2,3,3,12533.33333,1875,Kasba Peth
80,4,1,4,10000,800,Katraj
48.06,2,3,3,3495.272727,1375,Khadaki
46.8,2,1,2,3789.473684,1235,Khadki
25,1,2,1,3333.333333,750,Kharadi
115,3,1,3,8214.285714,1400,Kondhwa
50.79,2,2,3,3999.212598,1270,Kondhwa Budruk
51,2,1,2,4615.384615,1105,Kondhwa Khurd
85,2,3,3,6181.818182,1375,Koregaon Park
95,4,2,4,4381.918819,2168,Kothrud
90,8,3,8,7500,1200,Law College Road
40.84,2,1,2,3834.741784,1065,Laxmi Road
225,3,0,3,15263.15789,3800,Lulla Nagar
225,9,2,9,11200,3125,Mahatma Gandhi Road
45,1,1,1,5454.545455,825,Mangalwar peth
40,2,0,2,3652.968037,1095,Manik Bagh
65,3,3,3,9027.777778,720,Market yard
60.33,2,2,3,4189.583333,1440,Model colony
39.5,2,1,2,4540.229885,870,Mukund Nagar
84,2,1,2,7029.288703,1195,Mundhawa
49.5,2,1,2,4125,1200,Nagar Road
61.2,3,3,3,4000,1530,Nana Peth
90.5,2,1,3,5298.594848,1708,Narayan Peth
43,2,1,2,4410.25641,975,Narayangaon
25,2,1,2,3333.333333,750,Navi Peth
190,8,2,8,15833.33333,1200,Padmavati
130,3,2,3,6770.833333,1920,Parvati Darshan
225,5,2,6,20000,1200,Pashan
58.56,2,1,2,4950.126796,1183,Paud Road
90,4,1,4,7894.736842,1140,Pirangut
65,2,2,3,4193.548387,1550,Prabhat Road
53,2,3,2,4774.774775,1110,Pune Railway Station
165,10,3,8,11000,1500,Rasta Peth
38.67,2,1,2,3499.547511,1105,Raviwar Peth
68,3,2,3,3777.777778,1800,Sadashiv Peth
200,4,2,5,7142.857143,2800,Sahakar Nagar
29.9,2,2,2,2990,1000,Salunke Vihar
68,2,2,2,5714.285714,1190,Sasson Road
200,4,1,4,14814.81481,1350,Satara Road
225,4,2,4,7499.184871,3067,Senapati Bapat Road
103,4,1,3,5339.554173,1929,Shaniwar Peth
100,3,1,3,6557.377049,1525,Shivaji Nagar
110,3,3,3,6197.183099,1775,Shukrawar Peth
63,2,1,2,5600,1125,Sinhagad Road
42,2,2,2,4666.666667,900,Somwar Peth
58,2,1,2,5021.645022,1155,Swargate
75,4,0,4,6250,1200,Tilak Road
73,2,1,2,5757.097792,1268,Uruli Devachi
88,3,2,3,5866.666667,1500,Vadgaon Budruk
47,1,1,1,7460.31746,630,Wadgaon Sheri
65,3,2,3,4262.295082,1525,Viman Nagar
48,2,2,2,4528.301887,1060,Vishrant Wadi
127,3,3,3,7528.156491,1687,Wagholi
123,3,2,3,6659.447753,1847,Wakadewadi
53,2,3,3,3758.865248,1410,Wanowrie
42.99,2,1,2,3999.069767,1075,Warje
225,4,2,4,13953.48837,3526,Yerawada
225,3,0,3,11266.66667,3000,Alandi Road
143,2,1,3,9533.333333,1500,Ambegaon Budruk
46,2,2,2,4554.455446,1010,Anandnagar
110,3,3,3,5866.666667,1875,Aundh
137,6,2,5,11416.66667,1200,Aundh Road
50.6,2,1,2,5147.50763,983,Balaji Nagar
65,2,2,2,5903.723887,1101,Baner
76,2,1,2,6666.666667,1140,Baner road
110,2,2,2,9053.497942,1215,Bhandarkar Road
42,2,3,2,4170.804369,1007,Bhavani Peth
168,3,2,3,8239.333006,2039,Bibvewadi
110,3,2,3,10784.31373,1020,Bopodi
84,2,1,2,7011.686144,1198,Budhwar Peth
225,4,1,4,13000,4000,Bund Garden Road
34.5,4,2,4,2346.938776,1470,Camp
75,2,2,2,5474.452555,1370,Chandan Nagar
55.5,2,3,2,4217.325228,1316,Dapodi
55.5,3,1,3,4111.111111,1350,Deccan Gymkhana
43,2,1,2,4095.238095,1050,Dehu Road
47.405,3,0,3,4199.741309,1128.76,Dhankawadi
34,2,1,2,3691.639522,921,Dhayari Phata
49.27,2,1,2,4878.217822,1010,Dhole Patil Road
43,2,1,2,4236.453202,1015,Erandwane
66.5,2,0,3,5541.666667,1200,Fatima Nagar
75,2,1,2,6361.323155,1179,Fergusson College Road
86,4,2,4,4648.648649,1850,Ganesh Peth
24,2,1,2,2758.62069,870,Ganeshkhind
85,3,2,3,5295.950156,1605,Ghorpade Peth
89,4,2,4,3178.571429,2800,Ghorpadi
225,4,3,3,12929.29293,2475,Gokhale Nagar
225,2,0,2,17000,3000,Gultekdi
110,7,2,6,4583.333333,2400,Guruwar peth
55,1,1,2,5500,1000,Hadapsar
80,2,0,2,6666.666667,1200,Hadapsar Industrial Estate
125,2,2,2,10416.66667,1200,Hingne Khurd
66,2,1,2,5500,1200,Jangali Maharaj Road
50,2,2,2,4166.666667,1200,Kalyani Nagar
57.5,2,1,2,4581.673307,1255,Karve Nagar
30.38,2,2,2,2800,1085,Karve Road
125,3,2,3,7851.758794,1592,Kasba Peth
58.27,2,1,2,4437.928408,1313,Katraj
150,3,2,3,7755.946225,1934,Khadaki
49.5,2,1,2,4125,1200,Khadki
120,6,2,6,3333.333333,3600,Kharadi
45,2,1,2,4812.834225,935,Kondhwa
30,2,2,2,3420.752566,877,Kondhwa Budruk
42,2,2,2,4487.179487,936,Kondhwa Khurd
110,2,2,3,7482.993197,1470,Koregaon Park
70,1,1,1,6666.666667,1050,Kothrud
69.61,2,0,2,5650.162338,1232,Law College Road
169,4,2,3,7595.505618,2225,Laxmi Road
80,2,0,3,6666.666667,1200,Lulla Nagar
119,3,2,3,6259.86323,1901,Mahatma Gandhi Road
100,3,2,3,5497.526113,1819,Mangalwar peth
56,3,2,3,3825.136612,1464,Manik Bagh
200.5,6,0,4,5397.039031,3715,Model colony
225,4,3,4,5800,5000,Mukund Nagar
169,4,3,4,14083.33333,1200,Mundhawa
60,2,1,2,4777.070064,1256,Nagar Road
44,2,2,2,4000,1100,Nana Peth
225,3,3,4,6291.666667,4800,Narayan Peth
70,3,3,3,4878.04878,1435,Narayangaon
225,4,2,4,7704.160247,3245,Navi Peth
110,4,1,3,5962.059621,1845,Padmavati
130,4,1,3,5416.666667,2400,Parvati Darshan
46,2,2,2,4035.087719,1140,Pashan
60,2,0,2,5000,1200,Paud Road
170,3,2,3,7542.147294,2254,Pirangut
150,3,2,3,8571.428571,1750,Prabhat Road
37,2,1,2,3627.45098,1020,Pune Railway Station
25,1,1,1,4854.368932,515,Rasta Peth
140,3,2,3,7395.668251,1893,Raviwar Peth
225,3,0,3,16528.92562,3025,Sadashiv Peth
34,2,0,2,4096.385542,830,Sahakar Nagar
36.5,2,1,2,6083.333333,600,Salunke Vihar
90,2,1,3,8372.093023,1075,Sasson Road
225,4,2,4,37500,3200,Satara Road
78,2,1,2,6500,1200,Senapati Bapat Road
77.65,2,2,2,6297.648013,1233,Shaniwar Peth
65.26,2,2,2,5200,1255,Shivaji Nagar
37.8,2,2,2,3150,1200,Shukrawar Peth
175,3,2,3,8158.508159,2145,Sinhagad Road
85,5,2,5,5666.666667,1500,Somwar Peth
34,2,1,2,4594.594595,740,Swargate
48,3,3,3,3840,1250,Tilak Road
40,2,2,2,3305.785124,1210,Uruli Devachi
60,2,2,3,3934.42623,1525,Vadgaon Budruk
36,1,0,1,6666.666667,540,Wadgaon Sheri
84,2,1,3,6774.193548,1240,Viman Nagar
68,2,1,3,5461.84739,1245,Vishrant Wadi
225,3,3,3,18766.75603,1865,Wagholi
36.43,2,0,2,3299.818841,1104,Wakadewadi
35.99,2,1,3,3347.906977,1075,Wanowrie
55,2,1,2,2500,2200,Warje
60,2,1,2,5194.805195,1155,Yerawada
62,2,3,2,4078.947368,1520,Alandi Road
225,6,2,4,7847.533632,3122,Ambegaon Budruk
85,2,1,2,6589.147287,1290,Anandnagar
80,3,2,3,3478.26087,2300,Aundh
200,4,0,4,6666.666667,3000,Aundh Road
14,1,0,1,3500,400,Baner
53.6,2,3,3,4000,1340,Baner road
95,2,1,2,10555.55556,900,Bhandarkar Road
225,4,2,6,18000,1800,Bhavani Peth
49,2,1,2,4964.539007,987,Bibvewadi
100,3,2,3,5813.953488,1720,Bopodi
50,2,1,2,4807.692308,1040,Budhwar Peth
64,2,0,2,7111.111111,900,Bund Garden Road
50,2,1,2,4854.368932,1030,Camp
133,3,2,3,5203.442879,2556,Chandan Nagar
168,3,1,3,9081.081081,1850,Dapodi
110,4,3,4,14666.66667,750,Deccan Gymkhana
31.86,2,1,2,3099.22179,1028,Dehu Road
83,2,1,2,6535.433071,1270,Dhankawadi
115,3,1,3,6948.640483,1655,Dhayari Phata
40,2,1,2,4255.319149,940,Dhole Patil Road
85,2,2,2,8095.238095,1050,Erandwane
40,4,1,4,6666.666667,600,Fatima Nagar
38,2,1,2,4016.913319,946,Fergusson College Road
145,3,3,3,8400.926999,1726,Ganesh Peth
225,4,3,3,11928.33569,2121,Ganeshkhind
75,2,1,2,5341.880342,1404,Ghorpade Peth
48,2,2,3,3147.540984,1525,Ghorpadi
57,2,2,2,5560.97561,1025,Gokhale Nagar
150,4,0,5,9523.809524,1575,Gultekdi
43,1,1,2,5000,860,Guruwar peth
42.81,2,1,3,3500.408831,1223,Hadapsar
225,3,2,4,14666.66667,3750,Hadapsar Industrial Estate
47.8,2,1,2,3993.316625,1197,Hingne Khurd
52.75,2,1,2,4586.956522,1150,Jangali Maharaj Road
225,5,3,4,13104.16667,4800,Kalyani Nagar
46,2,2,2,4423.076923,1040,Karve Nagar
80,2,2,2,6106.870229,1310,Karve Road
98.34,3,2,3,5500,1788,Kasba Peth
38.55,2,2,2,3369.755245,1144,Katraj
39,2,2,2,3644.859813,1070,Khadaki
70,2,2,2,5833.333333,1200,Khadki
120,3,2,3,6444.683136,1862,Kharadi
58.5,2,1,2,4875,1200,Kondhwa
27,2,2,2,2783.505155,970,Kondhwa Budruk
79.5,3,2,3,4829.890644,1646,Kondhwa Khurd
225,4,2,4,5506.25711,4395,Koregaon Park
100,4,1,5,8333.333333,1200,Kothrud
135,3,2,3,6766.917293,1995,Law College Road
225,4,2,4,18750,2400,Laxmi Road
47.74,2,1,2,4400,1085,Lulla Nagar
56.8,2,2,2,4986.830553,1139,Mahatma Gandhi Road
44,2,2,2,4029.304029,1092,Mangalwar peth
98,3,2,3,5546.123373,1767,Manik Bagh
80,3,2,3,4705.882353,1700,Market yard
88,3,2,3,5200.945626,1692,Model colony
100,3,3,3,6079.027356,1645,Mukund Nagar
57,2,1,3,4237.918216,1345,Mundhawa
60,2,1,2,5454.545455,1100,Nagar Road
62,3,3,3,4403.409091,1408,Nana Peth
225,4,1,4,10000,2400,Narayan Peth
200,4,2,4,10416.66667,1920,Narayangaon
170,4,2,5,2814.569536,6040,Navi Peth
150,4,2,3,7239.382239,2072,Padmavati
158,2,1,2,11126.76056,1420,Parvati Darshan
137,3,2,3,6715.686275,2040,Pashan
56,3,2,3,4590.163934,1220,Paud Road
145,4,2,4,12083.33333,1200,Pirangut
79,2,1,2,6076.923077,1300,Prabhat Road
39,2,2,2,3391.304348,1150,Pune Railway Station
86,2,2,2,5850.340136,1470,Rasta Peth
31.9,2,1,2,3000.940734,1063,Raviwar Peth
48,2,2,2,3661.327231,1311,Sadashiv Peth
225,4,3,4,10000,3500,Sahakar Nagar
100,2,1,4,16666.66667,600,Salunke Vihar
55,2,2,3,3928.571429,1400,Sasson Road
62,2,0,2,2818.181818,2200,Satara Road
56,2,2,3,3916.083916,1430,Senapati Bapat Road
55,2,2,2,5188.679245,1060,Shaniwar Peth
110,2,0,3,11000,1000,Shivaji Nagar
145,3,2,3,8238.636364,1760,Shukrawar Peth
92,3,3,3,4577.114428,2010,Sinhagad Road
64.23,2,2,3,4339.864865,1480,Somwar Peth
43.5,2,2,3,3536.585366,1230,Swargate
65,3,3,3,5000,1300,Tilak Road
120,4,0,4,15000,800,Uruli Devachi
225,6,2,4,7938.14433,4850,Vadgaon Budruk
52,2,1,2,4727.272727,1100,Wadgaon Sheri
116,3,2,3,6620.551104,1752.12,Viman Nagar
46.9,2,1,2,4900.731452,957,Vishrant Wadi
41.9,1,0,1,5300.442758,790.5,Wagholi
102,3,2,3,5252.317199,1942,Wakadewadi
53,2,2,2,5300,1000,Wanowrie
36.85,1,1,1,5516.467066,668,Warje
225,6,3,5,33333.33333,3000,Yerawada
80,2,1,3,13333.33333,600,Alandi Road
43.55,2,1,2,3999.081726,1089,Ambegaon Budruk
90,3,3,3,5000,1800,Anandnagar
18,2,1,1,1875,960,Aundh
39.35,2,3,2,3798.262548,1036,Aundh Road
105,3,3,3,6632.975363,1583,Balaji Nagar
150,4,0,4,4545.454545,3300,Baner
65,2,2,2,5909.090909,1100,Baner road
100,1,1,1,12500,800,Bhandarkar Road
65,2,1,2,5216.693419,1246,Bhavani Peth
28,2,3,2,3294.117647,850,Bibvewadi
51.51,2,2,2,4306.856187,1196,Bopodi
114,3,2,3,6717.737183,1697,Budhwar Peth
64,2,0,2,6400,1000,Bund Garden Road
90,3,3,3,5743.458839,1567,Camp
36,1,1,2,3000,1200,Chandan Nagar
225,6,3,4,7733.333333,3750,Dapodi
45,2,2,2,4736.842105,950,Deccan Gymkhana
52,2,2,2,5088.062622,1022,Dehu Road
23.45,2,0,2,2303.536346,1018,Dhankawadi
25,3,2,4,1250,2000,Dhayari Phata
68,2,2,2,5143.721634,1322,Dhole Patil Road
145,4,2,4,8055.555556,1800,Erandwane
58.39,2,2,3,3999.315068,1460,Fatima Nagar
44.55,2,1,2,4500,990,Fergusson College Road
225,3,1,3,10833.33333,2400,Ganesh Peth
85,2,2,3,5198.776758,1635,Ganeshkhind
225,4,1,4,15825.29779,3526,Ghorpade Peth
210,3,1,4,6176.470588,3400,Ghorpadi
225,3,1,3,16606.49819,2770,Gokhale Nagar
200,5,0,4,6589.785832,3035,Gultekdi
85,3,2,3,5544.683627,1533,Guruwar peth
134,3,1,3,7790.697674,1720,Hadapsar
200,3,1,3,10000,2000,Hadapsar Industrial Estate
75.84,2,2,2,6400,1185,Hingne Khurd
27,2,1,2,3000,900,Jangali Maharaj Road
10.25,1,1,1,2594.936709,395,Kalyani Nagar
56.35,2,1,2,5465.56741,1031,Karve Nagar
225,8,2,6,27083.33333,2400,Karve Road
225,4,2,4,9056.603774,2650,Kasba Peth
225,5,1,5,17291.66667,2400,Katraj
46.55,2,2,3,3500,1330,Khadaki
57,2,2,2,4527.402701,1259,Khadki
88,3,2,3,5605.095541,1570,Kharadi
36,2,1,3,3348.837209,1075,Kondhwa
79,2,1,2,6496.710526,1216,Kondhwa Budruk
66,2,2,3,4621.848739,1428,Kondhwa Khurd
40.59,2,2,2,3499.137931,1160,Koregaon Park
110,2,1,3,18333.33333,600,Kothrud
70,3,2,3,4745.762712,1475,Law College Road
135,3,2,3,7696.693273,1754,Laxmi Road
83,3,1,3,5064.063453,1639,Lulla Nagar
102,3,2,3,5654.101996,1804,Mahatma Gandhi Road
56.2,3,2,3,4683.333333,1200,Mangalwar peth
55,2,3,2,4845.814978,1135,Manik Bagh
46.62,2,2,2,3700,1260,Market yard
110,5,1,5,7638.888889,1440,Model colony
160,3,2,3,7407.407407,2160,Mukund Nagar
85,6,2,7,12142.85714,700,Mundhawa
59.5,2,2,2,4877.04918,1220,Nagar Road
67,2,0,2,5583.333333,1200,Nana Peth
65,2,3,2,5000,1300,Narayan Peth
29,1,1,1,4793.38843,605,Narayangaon
210,4,1,6,17073.17073,1230,Navi Peth
75.97,2,1,2,5261.080332,1444,Padmavati
45,2,1,2,4870.12987,924,Parvati Darshan
30,2,1,2,3000,1000,Pashan
95,4,0,4,15833.33333,600,Paud Road
225,3,3,3,18750,1200,Pirangut
29,2,1,2,3431.952663,845,Prabhat Road
35,2,1,2,5000,700,Pune Railway Station
58,2,2,2,4886.267902,1187,Rasta Peth
55,3,2,3,3384.615385,1625,Raviwar Peth
83,2,2,2,6916.666667,1200,Sadashiv Peth
110,2,3,2,7572.889057,1452.55,Sahakar Nagar
151,3,2,3,6406.448876,2357,Salunke Vihar
49.5,2,1,2,4125,1200,Sasson Road
56.85,2,2,2,4991.220369,1139,Satara Road
97.5,1,0,1,16250,600,Senapati Bapat Road
75,3,3,3,4518.072289,1660,Shaniwar Peth
105,2,3,2,8974.358974,1170,Shivaji Nagar
68,2,2,2,4696.132597,1448,Shukrawar Peth
110,3,3,3,6242.905789,1762,Sinhagad Road
38.65,2,1,2,3497.737557,1105,Somwar Peth
105,3,1,3,5753.424658,1825,Swargate
22.89,1,0,1,7733.108108,296,Tilak Road
85,4,1,5,7083.333333,1200,Uruli Devachi
43,2,2,2,3628.691983,1185,Vadgaon Budruk
38.12,2,1,3,2887.878788,1320,Wadgaon Sheri
48,2,1,2,4536.862004,1058,Viman Nagar
60,2,2,2,4918.032787,1220,Vishrant Wadi
25,2,1,2,2702.702703,925,Wagholi
72,2,1,2,6000,1200,Wakadewadi
40.6,2,2,3,3500,1160,Wanowrie
72,4,3,3,12000,600,Warje
91.72,3,2,3,6500.354359,1411,Yerawada
78,3,2,3,5032.258065,1550,Alandi Road
225,4,3,4,7076.923077,3250,Ambegaon Budruk
130,4,2,3,5252.525253,2475,Anandnagar
225,2,2,4,8189.248664,3181,Aundh
188,4,0,4,7510.986816,2503,Aundh Road
190,5,2,4,7527.733756,2524,Balaji Nagar
42,2,2,2,3951.081844,1063,Baner
37.7,2,1,2,3500.464253,1077,Baner road
